taskName,program,nlDescription
aedd82e4.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) true) red blue) true)),color smaller shapes dark blue.
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (tiles_to_blocks (filter_tiles (find_tiles_by_black_b $0) (lambda true))) true) blue) true)),color smaller shapes dark blue.
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (remove_black_b (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) true)) blue) true)),color smaller shapes dark blue.
aedd82e4.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) false) red blue) true)),color smaller shapes dark blue.
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (tiles_to_blocks (filter_tiles (find_tiles_by_black_b $0) (lambda true))) false) blue) true)),color smaller shapes dark blue.
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (remove_black_b (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) false)) blue) true)),color smaller shapes dark blue.
aedd82e4.json,(lambda (blocks_to_original_grid (map_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) (lambda (fill_color $0 blue))) true false)),color smaller shapes dark blue.
aedd82e4.json,(lambda (blocks_to_original_grid (map_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) (lambda (fill_color $0 blue))) true true)),color smaller shapes dark blue.
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) (negate_boolean false)) blue) true)),color smaller shapes dark blue.
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) (negate_boolean true)) blue) true)),color smaller shapes dark blue.
b1948b0a.json,(lambda (to_min_grid (replace_color (grid_to_block $0) pink red) false)),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_min_grid (replace_color (grid_to_block $0) pink red) true)),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_original_grid_overlay (replace_color (grid_to_block $0) pink red) false)),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_original_grid_overlay (replace_color (grid_to_block $0) pink red) true)),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_min_grid (replace_color (grid_to_block $0) pink red) (negate_boolean false))),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_min_grid (replace_color (grid_to_block $0) pink red) (negate_boolean true))),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_original_grid_overlay (replace_color (grid_to_block $0) pink red) (negate_boolean false))),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_original_grid_overlay (replace_color (grid_to_block $0) pink red) (negate_boolean true))),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_min_grid (box_block (replace_color (grid_to_block $0) pink red)) false)),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_min_grid (box_block (replace_color (grid_to_block $0) pink red)) true)),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_min_grid (remove_black_b (replace_color (grid_to_block $0) pink red)) true)),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_min_grid (replace_color (remove_black_b (grid_to_block $0)) pink red) true)),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_min_grid (remove_black_b (replace_color (grid_to_block $0) pink red)) false)),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_min_grid (replace_color (remove_black_b (grid_to_block $0)) pink red) false)),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_original_grid_overlay (remove_black_b (replace_color (grid_to_block $0) pink red)) true)),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_original_grid_overlay (replace_color (remove_black_b (grid_to_block $0)) pink red) true)),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_min_grid (fill_color (remove_color (grid_to_block $0) orange) red) true)),turn the not-orange color into light red.
b1948b0a.json,(lambda (to_min_grid (replace_color (box_block (grid_to_block $0)) pink red) false)),turn the not-orange color into light red.
b8825c91.json,(lambda (to_min_grid (reflect (remove_color (grid_to_block $0) yellow) false) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_min_grid (remove_color (reflect (grid_to_block $0) false) yellow) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_original_grid_overlay (reflect (remove_color (grid_to_block $0) yellow) false) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_original_grid_overlay (remove_color (reflect (grid_to_block $0) false) yellow) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_min_grid (remove_black_b (reflect (remove_color (grid_to_block $0) yellow) false)) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (remove_color (grid_to_block $0) yellow) false)) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_min_grid (reflect (reflect (remove_color (grid_to_block $0) yellow) false) true) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_min_grid (reflect (reflect (remove_color (grid_to_block $0) yellow) true) false) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (reflect (remove_color (grid_to_block $0) yellow) false) true)) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (reflect (remove_color (grid_to_block $0) yellow) true) false)) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_min_grid (reflect (replace_color (grid_to_block $0) yellow invisible) false) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_min_grid (replace_color (reflect (grid_to_block $0) false) yellow invisible) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_min_grid (reflect (remove_color (remove_black_b (grid_to_block $0)) yellow) false) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_min_grid (remove_black_b (remove_color (reflect (grid_to_block $0) false) yellow)) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_min_grid (remove_color (reflect (remove_black_b (grid_to_block $0)) false) yellow) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_min_grid (reflect (remove_color (grid_to_block $0) yellow) false) (negate_boolean false))),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_min_grid (reflect (remove_color (grid_to_block $0) yellow) (negate_boolean true)) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
b8825c91.json,(lambda (to_min_grid (reflect (remove_black_b (remove_color (grid_to_block $0) yellow)) false) true)),remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical.
