,program,DSL,generation,frontierEntryRank,isHandWritten,nl_0,nl_1,nl_2,nl_3,nl_4,nl_5
d9fac9be.json,(lambda (#(lambda (to_min_grid $0 true)) (filter_block_tiles (remove_black_b (reflect (grid_to_block $0) false)) (lambda (is_interior $0 true))))),trimmed,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
72ca375d.json,(lambda (blocks_to_min_grid (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_tile $0))) false false)),,,,True,copy one of the figure s and just that figure,copy one of the figure s and just that figure,copy one of the shape s by itself and keep the black square s if there are any,,,
72ca375d.json,(lambda (to_min_grid (singleton_block (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false)))) true)),rich,1,0,False,copy one of the figure s and just that figure,copy one of the figure s and just that figure,copy one of the shape s by itself and keep the black square s if there are any,,,
72ca375d.json,(lambda (to_min_grid (singleton_block (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false)))) true)),rich,1,1,False,copy one of the figure s and just that figure,copy one of the figure s and just that figure,copy one of the shape s by itself and keep the black square s if there are any,,,
72ca375d.json,(lambda (to_min_grid (singleton_block (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false)))) false)),rich,1,2,False,copy one of the figure s and just that figure,copy one of the figure s and just that figure,copy one of the shape s by itself and keep the black square s if there are any,,,
72ca375d.json,(lambda (to_min_grid (singleton_block (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false)))) false)),rich,1,3,False,copy one of the figure s and just that figure,copy one of the figure s and just that figure,copy one of the shape s by itself and keep the black square s if there are any,,,
72ca375d.json,(lambda (to_min_grid (reflect (singleton_block (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false)))) false) false)),rich,1,4,False,copy one of the figure s and just that figure,copy one of the figure s and just that figure,copy one of the shape s by itself and keep the black square s if there are any,,,
72ca375d.json,(lambda (to_min_grid (first_of_sorted_object_list (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false))) (lambda (get_num_tiles $0)) true) false)),rich,1,5,False,copy one of the figure s and just that figure,copy one of the figure s and just that figure,copy one of the shape s by itself and keep the black square s if there are any,,,
72ca375d.json,(lambda (to_min_grid (first_of_sorted_object_list (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false))) (lambda (get_num_tiles $0)) false) false)),rich,1,6,False,copy one of the figure s and just that figure,copy one of the figure s and just that figure,copy one of the shape s by itself and keep the black square s if there are any,,,
72ca375d.json,(lambda (to_min_grid (first_of_sorted_object_list (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false))) (lambda (get_num_tiles $0)) false) false)),rich,1,7,False,copy one of the figure s and just that figure,copy one of the figure s and just that figure,copy one of the shape s by itself and keep the black square s if there are any,,,
72ca375d.json,(lambda (to_min_grid (singleton_block (filter_blocks (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false))) (lambda (is_symmetrical $0 false)))) false)),rich,1,8,False,copy one of the figure s and just that figure,copy one of the figure s and just that figure,copy one of the shape s by itself and keep the black square s if there are any,,,
72ca375d.json,(lambda (to_min_grid (singleton_block (filter_blocks (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false))) (lambda (is_symmetrical $0 false)))) false)),rich,1,9,False,copy one of the figure s and just that figure,copy one of the figure s and just that figure,copy one of the shape s by itself and keep the black square s if there are any,,,
72ca375d.json,(lambda (#(lambda (lambda (to_min_grid (first_of_sorted_object_list $0 (lambda (get_num_tiles $0)) $1) true))) false (#(lambda (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false)))) $0))),rich,2,0,False,copy one of the figure s and just that figure,copy one of the figure s and just that figure,copy one of the shape s by itself and keep the black square s if there are any,,,
